name,construction_time,checking_time,total_time,total,truth_violate,collusion_violate,optimal_violate,efficient_violate
"/home/liuye/fairness/performance/CryptoRomeAuction3.sol
",8.087s,0.083s,8.17s,18,1,0,0,0
"/home/liuye/fairness/performance/CryptoRomeAuction3.sol
",8.064s,0.084s,8.148s,18,1,0,0,0
"/home/liuye/fairness/performance/CryptoRomeAuction3.sol
",8.091s,0.084s,8.175s,18,0,0,0,1
"/home/liuye/fairness/performance/CryptoRomeAuction3.sol
",8.141s,0.082s,8.223s,18,0,0,1,0
"/home/liuye/fairness/performance/CryptoRomeAuction4.sol
",29.451s,0.097s,29.548s,54,1,0,0,0
"/home/liuye/fairness/performance/CryptoRomeAuction4.sol
",29.472s,0.104s,29.576s,54,0,1,0,0
"/home/liuye/fairness/performance/CryptoRomeAuction4.sol
",29.711s,0.099s,29.81s,54,0,0,0,1
"/home/liuye/fairness/performance/CryptoRomeAuction4.sol
",29.723s,0.092s,29.815s,54,0,0,1,0
"/home/liuye/fairness/performance/CryptoRomeAuction5.sol
",105.497s,0.123s,105.62s,162,1,0,0,0
"/home/liuye/fairness/performance/CryptoRomeAuction5.sol
",105.891s,0.133s,106.024s,162,0,1,0,0
"/home/liuye/fairness/performance/CryptoRomeAuction5.sol
",107.064s,0.116s,107.18s,162,0,0,0,1
"/home/liuye/fairness/performance/CryptoRomeAuction5.sol
",106.922s,0.106s,107.028s,162,0,0,1,0
"/home/liuye/fairness/performance/CryptoRomeAuction6.sol
",374.893s,0.196s,375.089s,486,1,0,0,0
"/home/liuye/fairness/performance/CryptoRomeAuction6.sol
",374.778s,0.21s,374.988s,486,0,1,0,0
"/home/liuye/fairness/performance/CryptoRomeAuction6.sol
",385.027s,0.154s,385.181s,486,0,0,0,1
"/home/liuye/fairness/performance/CryptoRomeAuction6.sol
",377.711s,0.13s,377.841s,486,0,0,1,0
"/home/liuye/fairness/performance/CryptoRomeAuction7.sol
",1292.76s,0.429s,1293.19s,1458,1,0,0,0
"/home/liuye/fairness/performance/CryptoRomeAuction7.sol
",1250.17s,0.434s,1250.6s,1458,0,1,0,0
"/home/liuye/fairness/performance/CryptoRomeAuction7.sol
",1256.93s,0.245s,1257.18s,1458,0,0,0,1
"/home/liuye/fairness/performance/CryptoRomeAuction7.sol
",1249.28s,0.185s,1249.46s,1458,0,0,1,0
"/home/liuye/fairness/performance/CryptoRomeAuction8.sol
",4242.32s,1.565s,4243.88s,4374,1,0,0,0
"/home/liuye/fairness/performance/CryptoRomeAuction8.sol
",4315.7s,1.268s,4316.97s,4374,0,1,0,0
"/home/liuye/fairness/performance/CryptoRomeAuction8.sol
",4334.11s,0.522s,4334.63s,4374,0,0,0,1
"/home/liuye/fairness/performance/CryptoRomeAuction8.sol
",4313.95s,0.336s,4314.28s,4374,0,0,1,0
"/home/liuye/fairness/performance/CryptoRomeAuction9.sol
",14614.4s,8.869s,14623.3s,13122,1,0,0,0
"/home/liuye/fairness/performance/CryptoRomeAuction9.sol
",14592.9s,6.553s,14599.4s,13122,0,1,0,0
"/home/liuye/fairness/performance/CryptoRomeAuction9.sol
",14917.5s,1.443s,14918.9s,13122,0,0,0,1
"/home/liuye/fairness/performance/CryptoRomeAuction9.sol
",14708.5s,0.83s,14709.3s,13122,0,0,1,0
